file,glove_type,defect_labels,split,lighting,background,notes
data/public/public_clean/images/fabric/fabric_Leather gloves out hiking P1000951.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Workgloves - Flickr - Derby City (Rachel Pace).png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 2003.4.4-1).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Dirty_gardening_glove_on_concrete_ground_f4f6f289-35eb-41e5-889f-3c303a7a8a5b.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 2003.4.2-2).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1982.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, gauntlet (AM 2013.20.1.9-5).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, gauntlet (AM 2013.20.1.9-3).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Garden_Gloves_on_Old_Bench_c1bb9fb6-838f-487c-98aa-edec210fc3cf.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_work_glove_6aa536d6-2d74-497d-9ff1-5c3602edcb3a.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Vintage Leather Baseball Glove.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Worn cowhide leather gloves 20190706 093259.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Leather gloves progress March 7, 2019.png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Cowhide leather gloves P1000233.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Pink driving gloves.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_tillandsia_air_plant_in_a_glass_globe_with_small_rocks_on_a_table_with_gardening_gloves_and_shears_73e6e3fd-eb94-4b70-8a54-b5e83821ad19.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves and ear warmers.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_ANTORINI Luxury Gloves.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Dagen-H-gloves.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Students_selecting_gardening_gloves_bc4552a2-0535-4d88-985c-6a3c79cdda28.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1991.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Cowhide leather gloves P1000227.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1987.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Wear_Protective_Gloves_Amalfi_Cathedral_(38)_dda97b11-753e-46c8-a2c8-b25852c7805e.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather work gloves composite P1010224 copy.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Fives Gloves and Ball.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Cowhide leather gloves P1000232.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_worn_cowhide_leather_gloves_20190706_093243_ced635df-3181-46c1-9e23-7d688be1f8ba.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_garden_gloves_9cd1e4b7-ed3c-4d8f-b66d-1c4dc186b25c.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, flying (AM 1981.155-4).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Car_jack_work_gloves_4-way_lug_wrench_tire_pump_and_tires._Changing_out_tires_19a538f7-3825-4405-b5eb-522e68fa6852.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Nitrile_powder_free_protective_gloves_89021dab-dde6-4ef6-8b76-8a169f2a098d.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1985.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves (AM 2017.103.6-2).png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Glovesvanda.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Discarded_coronavirus_(covid-19)_protective_gloves_at_Sainsburys_ATM_-_geograph.org.uk_-_6436401_4d210b72-eadf-45f6-81a3-67f328d96ea0.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, flying (AM 2003.104.1-3).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Cowhide leather gloves P1000226.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 2003.4.4-3).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1990.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Cowhide leather gloves P1000228.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_TDRF_(Short_Leather_Gloves_Applier_HUD)_5018967c-7dcf-4ca5-8639-8dac93b68711.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Leather_gloves_c6691853-fe49-45b8-84b9-0e5ed19272a8.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Very-worn-leather-gloves-P1000066.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, flying (AM 1981.155-5).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather work gloves Friday 2020-10-23 10-51-49 873.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Very-worn-leather-gloves-P1000065.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves retired.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1986.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Gardening_gloves_c60b8124-46b0-4be3-acf1-8a89b221a427.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Electrical safety gloves.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Cryo_protecting_gloves_24ef0b83-add0-487d-a77a-65ec11529f89.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Work_gloves_6d4cf7cc-0005-41fe-a018-2485b95130a3.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Antivibration gloves.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_leather_work_gloves_composite_P1010224_copy_e2d3e09b-c7f6-4192-9f01-186799c2678e.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Flying goggles, leather gloves, shawl 02.png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_New gloves Sunday October 28 2018 - 30665134027.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 2003.4.1-4).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_CCM-ProSeniorLeatherGloves2.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves - 41485368352.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_RHANDERS - Gloves in the dining room.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Leather_gloves_retired_dfc0d5d0-0c91-4ede-9d4c-6acdb3b1a549.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Leather_gloves_e6b13db1-650b-417d-af77-6d8b00d76972.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves (worn and stiff).png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Gardening_Gloves_5108c802-4022-4a47-a0af-be88657e2c58.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_I_have_burnt_everything_and_still_you_can_see_the_details._Beautiful_leather_gloves_d6ae3e12-0edb-443c-85c7-8b2a6a05b06a.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Cowhide leather gloves P1000229.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves (AM 2017.103.6-1).png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_TDRF_(Fingerless_Leather_Gloves_Applier_HUD)_0d8d82ce-0354-4fd5-bb20-d972d6d55d21.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves palms P1010047.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Mosquito_headnet_long_protective_gloves_4034b9e9-3192-4937-b861-18977106a729.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Grey leather and fur gloves by Christian Dior in box.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_RHANDERS - Gloves in the old boxes.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Grandpas_Work_Gloves_31d5fd7f-67ff-47b0-83bb-1e2e1f2c7284.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Gnomes_and_garden_work_gloves_a609a4ec-b589-465c-b9f2-888956ce02aa.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Yellow-work-glove.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Gardening_glove_8d3ea92e-df49-42ed-9a4f-2a557f8aaa18.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Blue_protective_glove_thrown_on_the_ground_c8b87977-5f8c-4a5a-9afc-36b5303b7814.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_gloves_DSC_1985_8d6f2cd0-e247-4cae-94ce-b585eb844d45.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Flying goggles, leather gloves, shawl 01.png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Leather gloves January 1, 2019.png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, flying (AM 2003.104.1-1).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_TMK18628 199 gloves.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves - 39844279092.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Handyman_working_with_protective_gloves_and_electric_drill_drilling_a_window_frame_68fc3bfb-aabf-4280-9e62-377c5589c231.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Black Half-Finger Leather Gloves SAF NSN label.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Pickaxe and gloves on grass.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Pair of long white kid gloves.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Under_Armour_Buzz_Aldrins_glove_from_the_first_moon_landing_dd69c4ea-673e-49b2-a0a2-45c91668289f.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Worn leather work gloves 20200225 100655.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Wells_lamont_-_LEATHER_GLOVES._a3c47d44-41e7-45ec-b3ea-5e044e0e9582.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 3622).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, flying (AM 2003.104.1-2).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 2003.4.1-3).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_BLW Pair of Embroidered Leather Gloves.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_V._with_birthday_work_gloves_8619c9e4-9f4d-4fd5-b1a0-c43d46ac275f.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1978.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Two pairs of mens leather gloves from Randers Handsker.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, gauntlet (AM 2013.20.1.9-2).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, gauntlet (AM 2013.20.1.9-4).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves (AM 2017.103.6-4).png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Seed_packets_and_gardening_gloves_01612148-adcd-4dc2-b040-9fa18c28c8c0.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather-glove-wear-progression-P1000060.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Succulent collection and work gloves.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_gloves_DSC_1976_c4cac6f3-cd17-42d9-879a-516070dfb46e.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 2003.4.1-2).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Worn leather work gloves 20200225 100632.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_My_trusty_gardening_gloves_secateurs_which_need_a_good_clean_by_the_look_of_them_(8711272274)_00edcddb-a38b-4e93-82d8-f5d526a442f9.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Gardening_Gloves_Colour_f912fd91-8b48-498b-ae23-d6eb486a2ce8.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_RHANDERS - The old glove boxes.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Leather_gloves_2eb3beae-9f3a-4147-91c4-f1e5b7cd9667.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_MotoEqipments HelmetBootsJacketAndGloves.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_1 pair lady's kid leather gloves; Dark grayish-brown, probably black originally; 3 pearl buttons at wrist closure; Worn & faded (fce72ba8-2df1-4c51-8cb9-4de9c819e502).png",fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Muddy_work_gloves_f70226c9-9e2c-4b5d-8bb1-88a03a7855ad.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Cowhide leather gloves P1000271.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_SDIM1773_Carls_Leather_Work_Gloves_97c2c36a-77c4-4bb0-8bb6-324280735e7c.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_New gloves Sunday October 28 2018 - 30665134087.png,fabric,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Chainsaw gloves.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves - 45647831475.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Rainbow leather gloves.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves - 39166200954.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Leather_gloves_ef0273d8-1530-442e-9737-3a89893db4be.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather work gloves and plastic toy flag P1010060.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Baseball leather glove close-up.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_SDIM8819_Olgas_Latex-Coated_Cotton_Garden_Glove_18037860-1cb1-49f0-ac6c-9371eccc9286.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves - 44759115934.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Worn cowhide leather gloves 20190706 093243.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Baking_pizza_at_a_restaurant._A_chef_pulling_out_the_pizza_using_a_protective_glove_6099bf88-b40a-4ca6-92da-02691df80426.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Wooden pallet with glove.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Garden_Gloves_23ed80ab-b5f0-45a3-9404-899633e81930.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 2003.4.4-2).png",fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Macro_gardening_gloves_420fcf5c-0fe3-4caf-a169-2753f81a3f8e.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Cowhide leather gloves P1000272.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Work_glove_for_right_hand_LR_66a56a81-50d3-477d-a634-e907c0de38b5.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves backs P1010048.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Young_child_holding_a_coronavirus_antigen_test_without_protective_gloves_in_front_of_a_doctor._0dc0ecde-a618-41b7-b772-6cd68d3b016a.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
