file,glove_type,defect_labels,split,lighting,background,notes
data/ai_generated/images/fabric/normal/20260217_0321_Knit Winter Glove_simple_compose_01khm8p3bsfeq9dzftd2zp92t4.png,fabric,,train,ai_generated,ai_generated,source=ai path=fabric/normal/20260217_0321_Knit Winter Glove_simple_compose_01khm8p3bsfeq9dzftd2zp92t4.png
data/ai_generated/images/fabric/normal/20260217_0321_Knit Winter Glove_simple_compose_01khm8p3bvekw98vr5dx6femzb.png,fabric,,train,ai_generated,ai_generated,source=ai path=fabric/normal/20260217_0321_Knit Winter Glove_simple_compose_01khm8p3bvekw98vr5dx6femzb.png
data/ai_generated/images/fabric/normal/20260217_0321_Missing Finger Glove_simple_compose_01khm8q86bf6z8erxnm2yx3n2m.png,fabric,,val,ai_generated,ai_generated,source=ai path=fabric/normal/20260217_0321_Missing Finger Glove_simple_compose_01khm8q86bf6z8erxnm2yx3n2m.png
data/ai_generated/images/latex/damaged_by_fold/20260217_0318_Image Generation_simple_compose_01khm8gvasfc89ekqqbqm590r9.png,latex,damaged_by_fold,test,ai_generated,ai_generated,source=ai path=latex/damaged_by_fold/20260217_0318_Image Generation_simple_compose_01khm8gvasfc89ekqqbqm590r9.png
data/ai_generated/images/latex/damaged_by_fold/20260217_0318_Image Generation_simple_compose_01khm8gvatft0rgxbhjtygg2t5.png,latex,damaged_by_fold,train,ai_generated,ai_generated,source=ai path=latex/damaged_by_fold/20260217_0318_Image Generation_simple_compose_01khm8gvatft0rgxbhjtygg2t5.png
data/ai_generated/images/latex/discoloration/20260217_0331_Image Generation_simple_compose_01khm986vkf41s6za3st6wp5rs.png,latex,discoloration,test,ai_generated,ai_generated,source=ai path=latex/discoloration/20260217_0331_Image Generation_simple_compose_01khm986vkf41s6za3st6wp5rs.png
data/ai_generated/images/latex/discoloration/20260217_0331_Image Generation_simple_compose_01khm986vmf5ctz1fq9bkb1wx3.png,latex,discoloration,train,ai_generated,ai_generated,source=ai path=latex/discoloration/20260217_0331_Image Generation_simple_compose_01khm986vmf5ctz1fq9bkb1wx3.png
"data/ai_generated/images/latex/discoloration/ChatGPT Image Feb 17, 2026, 03_14_32 AM.png",latex,discoloration,train,ai_generated,ai_generated,"source=ai path=latex/discoloration/ChatGPT Image Feb 17, 2026, 03_14_32 AM.png"
"data/ai_generated/images/latex/discoloration/ChatGPT Image Feb 17, 2026, 03_14_42 AM.png",latex,discoloration,val,ai_generated,ai_generated,"source=ai path=latex/discoloration/ChatGPT Image Feb 17, 2026, 03_14_42 AM.png"
data/ai_generated/images/latex/extra_fingers/20260217_0334_Image Generation_simple_compose_01khm9dtbpfcdaqsbkkkahmw98.png,latex,extra_fingers,train,ai_generated,ai_generated,source=ai path=latex/extra_fingers/20260217_0334_Image Generation_simple_compose_01khm9dtbpfcdaqsbkkkahmw98.png
data/ai_generated/images/latex/extra_fingers/20260217_0334_Image Generation_simple_compose_01khm9dtbqeq19chmf05nwv7ha.png,latex,extra_fingers,train,ai_generated,ai_generated,source=ai path=latex/extra_fingers/20260217_0334_Image Generation_simple_compose_01khm9dtbqeq19chmf05nwv7ha.png
data/ai_generated/images/latex/extra_fingers/20260217_0338_Image Generation_simple_compose_01khm9p868e8899r8qt78akyc5.png,latex,extra_fingers,val,ai_generated,ai_generated,source=ai path=latex/extra_fingers/20260217_0338_Image Generation_simple_compose_01khm9p868e8899r8qt78akyc5.png
data/ai_generated/images/latex/hole/20260217_0338_Image Generation_simple_compose_01khm9p868e8899r8qt78akyc5.png,latex,hole,train,ai_generated,ai_generated,source=ai path=latex/hole/20260217_0338_Image Generation_simple_compose_01khm9p868e8899r8qt78akyc5.png
data/ai_generated/images/latex/hole/20260217_0338_Image Generation_simple_compose_01khm9p869e9rr156tmx395q37.png,latex,hole,train,ai_generated,ai_generated,source=ai path=latex/hole/20260217_0338_Image Generation_simple_compose_01khm9p869e9rr156tmx395q37.png
"data/ai_generated/images/latex/hole/ChatGPT Image Feb 17, 2026, 03_12_12 AM.png",latex,hole,val,ai_generated,ai_generated,"source=ai path=latex/hole/ChatGPT Image Feb 17, 2026, 03_12_12 AM.png"
data/ai_generated/images/latex/improper_roll/20260217_0318_Image Generation_simple_compose_01khm8hfs2ezxbmjx3kw1qmnfj.png,latex,improper_roll,test,ai_generated,ai_generated,source=ai path=latex/improper_roll/20260217_0318_Image Generation_simple_compose_01khm8hfs2ezxbmjx3kw1qmnfj.png
data/ai_generated/images/latex/improper_roll/20260217_0318_Image Generation_simple_compose_01khm8hfs3f6vrbn6j6dqgchz9.png,latex,improper_roll,train,ai_generated,ai_generated,source=ai path=latex/improper_roll/20260217_0318_Image Generation_simple_compose_01khm8hfs3f6vrbn6j6dqgchz9.png
data/ai_generated/images/latex/incomplete_beading/20260217_0319_Image Generation_simple_compose_01khm8hswzev6r3nbjbvsrdbm5.png,latex,incomplete_beading,test,ai_generated,ai_generated,source=ai path=latex/incomplete_beading/20260217_0319_Image Generation_simple_compose_01khm8hswzev6r3nbjbvsrdbm5.png
data/ai_generated/images/latex/incomplete_beading/20260217_0319_Image Generation_simple_compose_01khm8hsx1ezkv787am4vv50tg.png,latex,incomplete_beading,train,ai_generated,ai_generated,source=ai path=latex/incomplete_beading/20260217_0319_Image Generation_simple_compose_01khm8hsx1ezkv787am4vv50tg.png
data/ai_generated/images/latex/inside_out/20260217_0318_Inside-Out Latex Glove_simple_compose_01khm8h4fgex8tgr09emtmet07.png,latex,inside_out,test,ai_generated,ai_generated,source=ai path=latex/inside_out/20260217_0318_Inside-Out Latex Glove_simple_compose_01khm8h4fgex8tgr09emtmet07.png
data/ai_generated/images/latex/inside_out/20260217_0318_Inside-Out Latex Glove_simple_compose_01khm8h4fhef2txyaray65apqz.png,latex,inside_out,train,ai_generated,ai_generated,source=ai path=latex/inside_out/20260217_0318_Inside-Out Latex Glove_simple_compose_01khm8h4fhef2txyaray65apqz.png
data/ai_generated/images/latex/missing_finger/20260217_0356_Image Generation_simple_compose_01khmap977fvctq8e0cx9ne6ap.png,latex,missing_finger,test,ai_generated,ai_generated,source=ai path=latex/missing_finger/20260217_0356_Image Generation_simple_compose_01khmap977fvctq8e0cx9ne6ap.png
data/ai_generated/images/latex/missing_finger/20260217_0356_Image Generation_simple_compose_01khmap978fbcteah7znt8x7a0.png,latex,missing_finger,train,ai_generated,ai_generated,source=ai path=latex/missing_finger/20260217_0356_Image Generation_simple_compose_01khmap978fbcteah7znt8x7a0.png
data/ai_generated/images/latex/plastic_contamination/20260217_0318_Image Generation_simple_compose_01khm8fzevejnbtv9sxmwrhnt3.png,latex,plastic_contamination,train,ai_generated,ai_generated,source=ai path=latex/plastic_contamination/20260217_0318_Image Generation_simple_compose_01khm8fzevejnbtv9sxmwrhnt3.png
data/ai_generated/images/latex/spotting/20260217_0317_Image Generation_simple_compose_01khm8fj0te9qrkj347arnbjhd.png,latex,spotting,test,ai_generated,ai_generated,source=ai path=latex/spotting/20260217_0317_Image Generation_simple_compose_01khm8fj0te9qrkj347arnbjhd.png
data/ai_generated/images/latex/spotting/20260217_0317_Image Generation_simple_compose_01khm8fj0vf55a562a78387474.png,latex,spotting,train,ai_generated,ai_generated,source=ai path=latex/spotting/20260217_0317_Image Generation_simple_compose_01khm8fj0vf55a562a78387474.png
data/ai_generated/images/latex/stain_dirty/20260217_0338_Image Generation_simple_compose_01khm9nc4jfndv7m3yrxc9190h.png,latex,stain_dirty,test,ai_generated,ai_generated,source=ai path=latex/stain_dirty/20260217_0338_Image Generation_simple_compose_01khm9nc4jfndv7m3yrxc9190h.png
data/ai_generated/images/latex/stain_dirty/20260217_0338_Image Generation_simple_compose_01khm9nc4ke96rnaf3410nvbj7.png,latex,stain_dirty,train,ai_generated,ai_generated,source=ai path=latex/stain_dirty/20260217_0338_Image Generation_simple_compose_01khm9nc4ke96rnaf3410nvbj7.png
data/ai_generated/images/latex/tear/20260217_0334_Image Generation_simple_compose_01khm9eagver79bj3cwqt0we99.png,latex,tear,train,ai_generated,ai_generated,source=ai path=latex/tear/20260217_0334_Image Generation_simple_compose_01khm9eagver79bj3cwqt0we99.png
data/ai_generated/images/latex/tear/20260217_0334_Image Generation_simple_compose_01khm9eagwfyx9yngedc5xmnj0.png,latex,tear,train,ai_generated,ai_generated,source=ai path=latex/tear/20260217_0334_Image Generation_simple_compose_01khm9eagwfyx9yngedc5xmnj0.png
"data/ai_generated/images/latex/tear/ChatGPT Image Feb 17, 2026, 03_12_25 AM.png",latex,tear,val,ai_generated,ai_generated,"source=ai path=latex/tear/ChatGPT Image Feb 17, 2026, 03_12_25 AM.png"
data/ai_generated/images/latex/wrinkles_dent/20260217_0318_Image Generation_simple_compose_01khm8gb5qf6mvcadsf00a1hrv.png,latex,wrinkles_dent,test,ai_generated,ai_generated,source=ai path=latex/wrinkles_dent/20260217_0318_Image Generation_simple_compose_01khm8gb5qf6mvcadsf00a1hrv.png
data/ai_generated/images/latex/wrinkles_dent/20260217_0318_Image Generation_simple_compose_01khm8gb5rejqsge9hmqry8atm.png,latex,wrinkles_dent,train,ai_generated,ai_generated,source=ai path=latex/wrinkles_dent/20260217_0318_Image Generation_simple_compose_01khm8gb5rejqsge9hmqry8atm.png
data/ai_generated/images/latex/normal/20260217_0334_Image Generation_simple_compose_01khm9e35zeam90bygy0hggg8f.png,latex,,test,ai_generated,ai_generated,source=ai path=latex/normal/20260217_0334_Image Generation_simple_compose_01khm9e35zeam90bygy0hggg8f.png
data/ai_generated/images/latex/normal/20260217_0334_Image Generation_simple_compose_01khm9e360e9eskc5mgvy2e67v.png,latex,,train,ai_generated,ai_generated,source=ai path=latex/normal/20260217_0334_Image Generation_simple_compose_01khm9e360e9eskc5mgvy2e67v.png
data/ai_generated/images/latex/normal/20260217_0334_Image Generation_simple_compose_01khm9etafegytyyanhvk47qw2.png,latex,,train,ai_generated,ai_generated,source=ai path=latex/normal/20260217_0334_Image Generation_simple_compose_01khm9etafegytyyanhvk47qw2.png
data/ai_generated/images/latex/normal/20260217_0334_Image Generation_simple_compose_01khm9etagfwhbhnnxazd0t2g7.png,latex,,train,ai_generated,ai_generated,source=ai path=latex/normal/20260217_0334_Image Generation_simple_compose_01khm9etagfwhbhnnxazd0t2g7.png
"data/ai_generated/images/latex/normal/ChatGPT Image Feb 17, 2026, 03_11_15 AM.png",latex,,train,ai_generated,ai_generated,"source=ai path=latex/normal/ChatGPT Image Feb 17, 2026, 03_11_15 AM.png"
"data/ai_generated/images/latex/normal/ChatGPT Image Feb 17, 2026, 03_11_19 AM.png",latex,,test,ai_generated,ai_generated,"source=ai path=latex/normal/ChatGPT Image Feb 17, 2026, 03_11_19 AM.png"
"data/ai_generated/images/latex/normal/ChatGPT Image Feb 17, 2026, 03_13_38 AM.png",latex,,val,ai_generated,ai_generated,"source=ai path=latex/normal/ChatGPT Image Feb 17, 2026, 03_13_38 AM.png"
data/ai_generated/images/leather/damaged_by_fold/20260217_0328_Image Generation_simple_compose_01khm92q3dfknvtre6s4aebxv1.png,leather,damaged_by_fold,test,ai_generated,ai_generated,source=ai path=leather/damaged_by_fold/20260217_0328_Image Generation_simple_compose_01khm92q3dfknvtre6s4aebxv1.png
data/ai_generated/images/leather/damaged_by_fold/20260217_0328_Image Generation_simple_compose_01khm92q3eew6tj1qyd093dhqg.png,leather,damaged_by_fold,train,ai_generated,ai_generated,source=ai path=leather/damaged_by_fold/20260217_0328_Image Generation_simple_compose_01khm92q3eew6tj1qyd093dhqg.png
data/ai_generated/images/leather/discoloration/20260217_0327_Leather Glove Details_simple_compose_01khm91jhce0gt1qrqrm38a419.png,leather,discoloration,test,ai_generated,ai_generated,source=ai path=leather/discoloration/20260217_0327_Leather Glove Details_simple_compose_01khm91jhce0gt1qrqrm38a419.png
data/ai_generated/images/leather/discoloration/20260217_0327_Leather Glove Details_simple_compose_01khm91jhdfzvaaxj4gxv48awa.png,leather,discoloration,train,ai_generated,ai_generated,source=ai path=leather/discoloration/20260217_0327_Leather Glove Details_simple_compose_01khm91jhdfzvaaxj4gxv48awa.png
data/ai_generated/images/leather/extra_fingers/20260217_0326_Image Generation_simple_compose_01khm8zrffefcvgzjdjcmete85.png,leather,extra_fingers,test,ai_generated,ai_generated,source=ai path=leather/extra_fingers/20260217_0326_Image Generation_simple_compose_01khm8zrffefcvgzjdjcmete85.png
data/ai_generated/images/leather/extra_fingers/20260217_0326_Image Generation_simple_compose_01khm8zrfgfsw8n0hpw1cey3qy.png,leather,extra_fingers,train,ai_generated,ai_generated,source=ai path=leather/extra_fingers/20260217_0326_Image Generation_simple_compose_01khm8zrfgfsw8n0hpw1cey3qy.png
data/ai_generated/images/leather/hole/20260217_0339_Image Generation_simple_compose_01khm9q19df8ebmxc79gxbw837.png,leather,hole,train,ai_generated,ai_generated,source=ai path=leather/hole/20260217_0339_Image Generation_simple_compose_01khm9q19df8ebmxc79gxbw837.png
data/ai_generated/images/leather/hole/20260217_0339_Image Generation_simple_compose_01khm9q19eep480r7v6pb0cdh6.png,leather,hole,val,ai_generated,ai_generated,source=ai path=leather/hole/20260217_0339_Image Generation_simple_compose_01khm9q19eep480r7v6pb0cdh6.png
data/ai_generated/images/leather/inside_out/20260217_0328_Image Generation_simple_compose_01khm92ytgfz1819wh6r99berm.png,leather,inside_out,test,ai_generated,ai_generated,source=ai path=leather/inside_out/20260217_0328_Image Generation_simple_compose_01khm92ytgfz1819wh6r99berm.png
data/ai_generated/images/leather/inside_out/20260217_0328_Image Generation_simple_compose_01khm92ythfzevyxay079h4yvb.png,leather,inside_out,train,ai_generated,ai_generated,source=ai path=leather/inside_out/20260217_0328_Image Generation_simple_compose_01khm92ythfzevyxay079h4yvb.png
data/ai_generated/images/leather/missing_finger/20260217_0352_Image Generation_simple_compose_01khmafj5af5htbkdj93v8fmz6.png,leather,missing_finger,test,ai_generated,ai_generated,source=ai path=leather/missing_finger/20260217_0352_Image Generation_simple_compose_01khmafj5af5htbkdj93v8fmz6.png
data/ai_generated/images/leather/missing_finger/20260217_0352_Image Generation_simple_compose_01khmafj5bf8hah1vxqgp1s28m.png,leather,missing_finger,train,ai_generated,ai_generated,source=ai path=leather/missing_finger/20260217_0352_Image Generation_simple_compose_01khmafj5bf8hah1vxqgp1s28m.png
data/ai_generated/images/leather/plastic_contamination/20260217_0327_Image Generation_simple_compose_01khm91r96e0583n0553yd28d3.png,leather,plastic_contamination,test,ai_generated,ai_generated,source=ai path=leather/plastic_contamination/20260217_0327_Image Generation_simple_compose_01khm91r96e0583n0553yd28d3.png
data/ai_generated/images/leather/plastic_contamination/20260217_0327_Image Generation_simple_compose_01khm91r97e69tek8ednrd513x.png,leather,plastic_contamination,train,ai_generated,ai_generated,source=ai path=leather/plastic_contamination/20260217_0327_Image Generation_simple_compose_01khm91r97e69tek8ednrd513x.png
data/ai_generated/images/leather/spotting/20260217_0327_Speckled Leather Glove_simple_compose_01khm914fne3brs8z2vjnj0kpe.png,leather,spotting,test,ai_generated,ai_generated,source=ai path=leather/spotting/20260217_0327_Speckled Leather Glove_simple_compose_01khm914fne3brs8z2vjnj0kpe.png
data/ai_generated/images/leather/spotting/20260217_0327_Speckled Leather Glove_simple_compose_01khm914fpf908245428cvqe6y.png,leather,spotting,train,ai_generated,ai_generated,source=ai path=leather/spotting/20260217_0327_Speckled Leather Glove_simple_compose_01khm914fpf908245428cvqe6y.png
data/ai_generated/images/leather/stain_dirty/20260217_0327_Image Generation_simple_compose_01khm90gdbf50r3cpf11hjpb2f.png,leather,stain_dirty,test,ai_generated,ai_generated,source=ai path=leather/stain_dirty/20260217_0327_Image Generation_simple_compose_01khm90gdbf50r3cpf11hjpb2f.png
data/ai_generated/images/leather/stain_dirty/20260217_0327_Image Generation_simple_compose_01khm90gdceazs05jyv2fg4pf4.png,leather,stain_dirty,train,ai_generated,ai_generated,source=ai path=leather/stain_dirty/20260217_0327_Image Generation_simple_compose_01khm90gdceazs05jyv2fg4pf4.png
data/ai_generated/images/leather/tear/20260217_0326_Image Generation_simple_compose_01khm8ynmmemns7zj8bebqjgbz.png,leather,tear,test,ai_generated,ai_generated,source=ai path=leather/tear/20260217_0326_Image Generation_simple_compose_01khm8ynmmemns7zj8bebqjgbz.png
data/ai_generated/images/leather/tear/20260217_0326_Image Generation_simple_compose_01khm8ynmnf5qs258vy5z6q8pb.png,leather,tear,train,ai_generated,ai_generated,source=ai path=leather/tear/20260217_0326_Image Generation_simple_compose_01khm8ynmnf5qs258vy5z6q8pb.png
data/ai_generated/images/leather/wrinkles_dent/20260217_0328_Image Generation_simple_compose_01khm92f3beqss9sebcyvenaj1.png,leather,wrinkles_dent,test,ai_generated,ai_generated,source=ai path=leather/wrinkles_dent/20260217_0328_Image Generation_simple_compose_01khm92f3beqss9sebcyvenaj1.png
data/ai_generated/images/leather/wrinkles_dent/20260217_0328_Image Generation_simple_compose_01khm92f3cfyqvcm4m1vhe53eg.png,leather,wrinkles_dent,train,ai_generated,ai_generated,source=ai path=leather/wrinkles_dent/20260217_0328_Image Generation_simple_compose_01khm92f3cfyqvcm4m1vhe53eg.png
data/ai_generated/images/leather/normal/20260217_0325_Image Generation_simple_compose_01khm8y2d0e7ntrhw1esc7vkc9.png,leather,,test,ai_generated,ai_generated,source=ai path=leather/normal/20260217_0325_Image Generation_simple_compose_01khm8y2d0e7ntrhw1esc7vkc9.png
data/ai_generated/images/leather/normal/20260217_0325_Image Generation_simple_compose_01khm8y2d1e6q8exm2ft6feemc.png,leather,,train,ai_generated,ai_generated,source=ai path=leather/normal/20260217_0325_Image Generation_simple_compose_01khm8y2d1e6q8exm2ft6feemc.png
data/ai_generated/images/leather/normal/20260217_0326_Image Generation_simple_compose_01khm8z8g8fwnbc6ak1e0kyxm6.png,leather,,train,ai_generated,ai_generated,source=ai path=leather/normal/20260217_0326_Image Generation_simple_compose_01khm8z8g8fwnbc6ak1e0kyxm6.png
data/ai_generated/images/leather/normal/20260217_0326_Image Generation_simple_compose_01khm8z8g9extv58pt18wxj7ee.png,leather,,val,ai_generated,ai_generated,source=ai path=leather/normal/20260217_0326_Image Generation_simple_compose_01khm8z8g9extv58pt18wxj7ee.png
